SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500730,NOCIL LTD   ,A ,Q,84.00,90.00,84.00,89.45,89.45,84.55,836,78176,6901410.00,
500770,TATA CHEM.  ,A ,Q,557.35,572.55,557.35,570.10,569.50,559.95,552,21124,11972588.00,
500777,T.P.L.      ,B ,Q,33.00,34.25,33.00,33.75,33.70,32.90,155,8847,297330.00,
500780,ZUARIGLOB   ,B ,Q,73.90,73.90,73.35,73.35,73.35,73.70,4,300,22114.00,
500790,NESTLE (I)  ,A ,Q,11740.00,11994.80,11717.00,11832.10,11825.00,11727.30,834,2699,32025631.00,
500800,TATAGLOBAL  ,A ,Q,266.00,273.20,262.10,270.60,270.60,260.85,1663,171461,46252518.00,
500820,ASIAN PAINTS,A ,Q,1520.00,1570.00,1520.00,1566.30,1566.30,1524.60,3677,71421,111001474.00,
500825,BRITANIA IND,A ,Q,2562.60,2612.60,2535.35,2548.90,2548.00,2573.05,1918,17867,45842509.00,
500830,COLGATE PALM,A ,Q,1196.40,1210.45,1185.00,1206.85,1206.85,1194.75,1001,15797,19006473.00,
500840,EIH LTD.    ,A ,Q,159.05,161.80,157.00,159.45,158.30,160.75,294,8356,1335471.00,
500850,INDIAN HOTEL,A ,Q,137.05,142.10,136.50,141.10,141.10,135.00,877,43524,6098509.00,
500870,CASTROL     ,A ,Q,114.00,116.25,113.80,115.85,115.85,114.70,772,514038,59063588.00,
500875,ITC LTD.    ,A ,Q,259.50,261.50,258.10,258.90,258.90,259.55,9261,453465,117825839.00,
500877,APOLLO TYRES,A ,Q,145.95,153.40,145.95,150.95,152.40,147.10,1318,272311,41046911.00,
500878,CEAT LIMITED,A ,Q,800.05,821.85,799.10,818.60,820.00,805.60,539,13895,11341602.00,
500890,MODI RUBBER ,T ,Q,42.90,47.00,42.90,46.85,46.85,45.15,14,1932,87426.00,
500940,FINOLEX IND.,A ,Q,505.00,531.95,505.00,528.60,528.15,522.00,107,2144,1128957.00,
501148,DALAL ST INV,XT,Q,176.50,176.50,176.50,176.50,176.50,180.10,3,13,2294.00,
501150,CENTRUM CAP ,A ,Q,23.60,24.90,23.05,24.30,24.50,23.55,110,27395,653425.00,
501242,TCI FINANCE ,B ,Q,9.15,10.30,9.15,10.30,10.30,10.05,8,313,2987.00,
501295,INDUS.INV.TR,B ,Q,51.50,56.00,51.35,51.35,51.35,64.10,3,82,4221.00,
501298,INDUS.&PRUD.,X ,Q,899.90,900.00,899.90,900.00,900.00,850.00,5,26,23398.00,
501301,TATA INVEST.,A ,Q,796.65,798.40,775.00,777.25,775.00,794.00,265,1805,1417099.00,
501314,GROMOTRADE  ,X ,Q,452.75,454.50,452.60,454.00,454.00,452.65,1840,38120,17286943.00,
501343,MOTOR&GEN.FI,T ,Q,34.60,34.60,34.60,34.60,34.60,36.40,2,499,17265.00,
501370,WALCHAND PF ,X ,Q,67.05,72.40,66.55,67.10,72.40,69.80,6,132,8851.00,
501423,SHA ENG PLA ,X ,Q,548.00,548.00,520.00,528.00,528.00,537.85,29,459,242658.00,
501425,BOM.BURMAH  ,A ,Q,780.00,803.95,779.80,788.70,785.45,775.20,260,2000,1582945.00,
501430,BOM.CYCLE   ,X ,Q,2699.00,2699.00,2498.50,2500.00,2500.00,2630.00,51,156,397843.00,
501455,GREAVES COTT,A ,Q,117.40,118.90,116.45,117.55,117.40,116.85,330,14007,1647613.00,
501700,INDIA NIVEH ,X ,Q,65.20,65.55,65.20,65.45,65.50,65.15,74,11468,749629.00,
501831,COAST CORP  ,X ,Q,256.00,257.50,247.00,250.15,254.70,249.55,112,15598,3925596.00,
501848,GLOBAL OFFS ,B ,Q,5.99,5.99,5.55,5.97,5.97,5.77,3,56,321.00,
502015,ASIIL       ,X ,Q,11.70,12.50,11.70,11.90,11.90,11.70,11,952,11324.00,
502090,SAGAR CEM.  ,B ,Q,564.15,592.00,563.95,582.00,582.00,565.00,41,164,95432.00,
502137,DECAN CEMENT,B ,Q,347.50,359.00,347.50,351.00,351.00,345.30,39,195,68820.00,
502157,MANGALAM CEM,B ,Q,223.00,263.25,223.00,263.00,263.00,219.40,683,27265,7123463.00,
502168,N C L IND.  ,B ,Q,105.00,109.05,105.00,108.25,108.25,102.40,51,1691,181274.00,
502175,SAURAS.CEM. ,X ,Q,34.50,37.45,34.00,35.15,35.15,33.25,86,41573,1462752.00,
502180,SRI DIGV CEM,X ,Q,15.39,16.40,15.30,16.00,16.00,14.74,513,399137,6369812.00,
502219,BOROSIL GLAS,B ,Q,129.80,133.85,127.25,131.25,131.15,128.60,514,18070,2366023.00,
502281,TRIVENI GLAS,XT,Q,5.27,5.53,5.27,5.53,5.53,5.27,5,4487,24426.00,
502330,IPAPPM      ,B ,Q,433.00,433.75,431.50,431.90,431.95,432.15,81,1464,633155.00,
502355,BALKRISH IND,A ,Q,710.00,714.25,692.60,711.10,711.50,693.25,461,16694,11824924.00,
502407,NATH PULP   ,X ,Q,58.00,64.00,58.00,63.00,63.00,58.50,5,152,8827.00,
502420,ORIENT PAPER,B ,Q,24.00,25.50,23.80,25.20,25.40,24.40,123,30025,742707.00,
502445,CITADEL     ,X ,Q,11.49,12.48,10.75,12.48,12.48,11.80,9,275,3045.00,
502448,ROLLATAINER ,T ,Q,3.54,3.58,3.25,3.29,3.43,3.42,118,125808,432628.00,
502450,SESHA.PAPER ,B ,Q,818.60,853.35,800.05,833.75,828.65,818.00,40,371,304244.00,
502587,RAMA PULP   ,X ,Q,72.40,72.40,59.00,61.15,60.00,60.85,58,3332,202294.00,
502742,SINTEX IND. ,B ,Q,2.37,2.41,2.30,2.41,2.41,2.30,213,432396,1030050.00,
502820,DCM LTD.    ,B ,Q,20.05,20.65,18.95,19.25,18.95,19.10,10,1201,23562.00,
502865,FORBES & CO ,B ,Q,1724.95,1850.00,1715.00,1799.45,1799.45,1688.15,204,1093,1953183.00,
502873,H.P.COTTON  ,X ,Q,21.70,23.80,21.70,22.55,22.55,21.70,17,2250,49052.00,
502937,KESORAM IND ,B ,Q,62.00,66.40,62.00,65.25,65.20,62.60,465,33883,2210855.00,
502958,LAKSHMI MILL,X ,Q,1650.00,1854.00,1601.00,1614.35,1614.35,1650.00,53,623,1028344.00,
502986,VARDH TEXT  ,A ,Q,905.35,927.85,903.50,921.85,927.85,904.15,19,58,53149.00,
503031,PENLAND LTD ,B ,Q,5.33,5.39,5.02,5.22,5.24,5.43,54,15560,80668.00,
503100,PHOENIX MILL,A ,Q,625.00,640.10,619.40,624.45,624.45,623.05,213,2408,1517693.00,
503101,MARATHON NEX,B ,Q,74.00,75.50,73.00,74.10,75.50,75.00,103,6202,457884.00,
503162,REL.CHEMOTX ,X ,Q,52.60,55.95,52.60,55.95,55.95,52.00,22,745,40512.00,
503169,RUBY MILLS  ,B ,Q,138.25,159.15,138.25,158.80,155.60,132.65,137,3241,508833.00,
503310,SWAN ENG    ,A ,Q,104.00,104.70,103.50,103.80,104.00,104.25,298,64777,6743034.00,
503349,VICTORIA MIL,X ,Q,1990.00,2001.00,1990.00,2001.00,2001.00,2093.00,3,7,13996.00,
503624,SVARAJ TRAD ,XT,Q,113.50,113.50,113.50,113.50,113.50,113.75,4,1800,204300.00,
503641,ZODIAC VEN  ,XT,Q,31.00,31.00,31.00,31.00,31.00,29.65,1,100,3100.00,
503657,VEER ENERGY ,X ,Q,8.68,8.68,8.00,8.20,8.50,8.43,24,358,2927.00,
503722,BANSW.SYNTEX,B ,Q,54.00,54.00,51.10,54.00,54.00,50.65,3,50,2642.00,
503772,MODELLA WOOL,X ,Q,23.00,23.00,23.00,23.00,23.00,23.60,2,857,19711.00,
503804,SHRI DINESH ,X ,Q,116.80,119.95,112.35,119.95,119.95,116.80,9,387,44790.00,
503806,SRF LIMITED ,A ,Q,2638.85,3069.20,2638.85,2988.05,2988.05,2578.45,10527,163574,476020321.00,
503811,SIYARAM SILK,B ,Q,234.30,246.00,234.30,242.50,242.50,235.15,65,945,230433.00,
503960,BHARAT BIJLE,B ,Q,869.00,891.00,869.00,883.35,884.30,865.00,39,288,253346.00,
504000,ELPRO INTER ,X ,Q,51.05,53.50,51.00,52.80,53.00,51.70,58,35723,1852324.00,
504028,GEE LTD     ,X ,Q,23.90,24.00,20.30,23.35,22.50,21.90,19,775,18469.00,
504036,HIND.RECT   ,B ,Q,115.00,115.00,112.60,113.75,113.50,113.00,12,103,11760.00,
504058,NIPPOBATRY  ,B ,Q,410.00,440.00,410.00,426.70,425.05,413.25,93,806,345185.00,
504067,ZENSAR TECH.,A ,Q,218.00,219.95,216.20,218.75,219.95,215.70,70,460,100307.00,
504076,JYOTI LTD.  ,XT,Q,6.95,6.95,6.95,6.95,6.95,7.15,2,84,583.00,
504092,INDOKEM LTD.,X ,Q,6.95,7.19,6.52,6.52,6.52,6.85,8,921,6312.00,
504093,PANA ENERG  ,X ,Q,160.00,161.90,153.05,160.60,161.00,156.80,69,1979,315622.00,
504112,NELCO LTD.  ,B ,Q,216.00,224.50,216.00,221.60,221.50,214.80,452,5779,1282155.00,
504132,PERM MAGNETS,X ,Q,101.20,117.40,101.20,111.10,112.65,108.35,117,5268,594223.00,
504176,HIGH ENERGY ,X ,Q,183.60,220.30,183.60,213.80,205.00,183.60,106,1909,395345.00,
504180,STD.BATTERY ,X ,Q,2.49,2.49,2.49,2.49,2.49,2.62,2,200,498.00,
504212,UNIV.CABLE  ,B ,Q,145.50,152.40,144.15,151.40,151.40,142.40,81,1340,197239.00,
504240,DELTON CABLE,X ,Q,13.30,13.30,12.59,12.59,12.59,13.25,4,600,7629.00,
504256,DELTRON LTD.,P ,Q,11.01,11.01,11.01,11.01,11.01,10.80,1,400,4404.00,
504258,LAKSHMI ELEC,X ,Q,349.00,365.90,341.05,357.00,357.00,350.00,27,625,220394.00,
504286,DELTA MAG   ,B ,Q,39.85,40.00,39.85,40.00,40.00,39.10,4,151,6017.00,
504335,PAZEL       ,X ,Q,1.50,1.50,1.47,1.49,1.49,1.46,11,79268,116649.00,
504340,CONFINT     ,XT,Q,0.84,0.84,0.82,0.82,0.82,0.83,2,1000,830.00,
504378,NYSSACORP   ,X ,Q,1.29,1.29,1.29,1.29,1.29,1.29,1,200,258.00,
504392,KRISHNA VEN ,XT,Q,13.59,13.59,13.59,13.59,13.59,12.95,3,390,5300.00,
504398,SJ CORP LTD ,X ,Q,13.97,13.97,13.97,13.97,13.97,14.70,1,3,41.00,
504614,SARDA ENMIN ,B ,Q,176.85,181.45,170.10,171.75,171.75,174.70,372,14842,2577961.00,
504646,BHAGWATI AUT,X ,Q,85.00,86.00,85.00,85.65,86.00,81.05,5,45,3835.00,
504713,HIND.WIR LTD,X ,Q,40.00,40.00,40.00,40.00,40.00,38.20,1,100,4000.00,
504741,IND.HUME PIP,B ,Q,266.70,270.00,264.30,267.00,267.00,259.65,33,773,206458.00,
504786,INVEST &PREC,X ,Q,149.80,149.80,149.60,149.65,149.80,140.05,6,401,60035.00,
504840,KAIRA CAN CO,X ,Q,737.00,737.00,700.00,700.00,700.00,702.40,2,7,4937.00,
504879,ORIENT ABRAS,B ,Q,16.70,17.30,16.60,17.30,17.30,17.10,11,2790,47179.00,
504908,DUNCANENG   ,X ,Q,105.90,105.90,105.90,105.90,105.90,102.00,2,47,4977.00,
504918,SANDUR MANG.,X ,Q,693.40,693.40,668.00,676.70,680.00,677.30,51,715,483663.00,
504959,STOVAC IND. ,X ,Q,1700.00,1764.00,1700.00,1736.90,1720.00,1716.75,47,315,542209.00,
504961,TATA YODOGAW,XT,Q,23.05,23.25,23.05,23.25,23.25,23.90,4,146,3370.00,
504966,TINPLATE    ,B ,Q,103.00,108.75,103.00,107.40,107.40,105.70,847,53881,5758447.00,
504973,CHOLAHLDNG  ,A ,Q,467.40,476.50,464.50,475.30,470.15,467.45,87,1072,506699.00,
504988,WELCAST     ,X ,Q,472.00,480.00,472.00,480.00,480.00,496.00,2,6,2872.00,
505010,AUTO AXLES  ,B ,Q,800.80,811.10,794.60,802.00,802.00,785.30,66,688,553984.00,
505029,ATLAS CYCLES,T ,Q,40.60,40.60,39.75,39.75,39.75,39.60,2,10,398.00,
505036,AUTO COR.GOA,X ,Q,453.05,472.80,453.05,467.15,467.15,452.85,13,286,132466.00,
505075,SETCO AUTO  ,B ,Q,13.15,15.50,12.90,14.80,14.80,13.10,372,64117,925174.00,
505141,SCOOTERS IND,T ,Q,23.95,23.95,22.40,23.95,23.95,22.95,7,353,8452.00,
505160,TALBROS AUTO,B ,Q,100.15,102.80,98.10,100.60,100.60,100.55,55,1433,144339.00,
505163,ZF STEERING ,X ,Q,449.00,449.00,422.00,434.70,432.05,425.80,31,618,270109.00,
505192,SMLISUZU    ,B ,Q,553.00,568.30,553.00,563.70,568.30,554.85,49,180,100938.00,
505196,TIL LTD.    ,B ,Q,194.20,196.00,188.50,195.60,195.80,193.90,115,773,148940.00,
505200,EICHER MOTOR,A ,Q,16100.05,17111.10,16100.05,17028.10,17028.10,16483.10,1710,5568,93603340.00,
505230,CIMMCO      ,B ,Q,17.00,18.25,17.00,17.10,17.10,16.55,272,3488,62145.00,
505232,VELJAN      ,X ,Q,701.00,701.00,641.05,690.70,691.00,680.00,8,71,48835.00,
505242,DYNAMAT.TECH,B ,Q,1281.70,1281.70,1240.75,1255.40,1255.40,1232.25,11,32,40374.00,
505250,G.G.DANDEKAR,X ,Q,53.40,53.40,50.85,52.95,50.85,53.50,14,416,22084.00,
505255,GMM PFAUDLER,B ,Q,1227.50,1227.50,1178.50,1202.00,1202.00,1219.15,80,626,751971.00,
505283,KIRLOSAR PN ,B ,Q,161.30,166.80,160.00,160.60,160.15,158.55,85,9884,1586584.00,
505299,KULK-POWER  ,X ,Q,58.00,62.90,56.20,59.05,62.90,54.00,13,303,17790.00,
505324,MANUGRAPH IN,B ,Q,15.70,15.70,15.50,15.70,15.70,14.70,6,292,4578.00,
505343,MONOTYPE IND,XT,Q,0.19,0.19,0.19,0.19,0.19,0.19,1,500,95.00,
505355,NESCO LTD   ,B ,Q,532.00,545.00,532.00,536.70,537.25,528.50,198,1270,684986.00,
505358,INTEGRA ENG ,X ,Q,33.95,36.40,33.95,35.75,35.75,35.30,98,50251,1773390.00,
505368,REVATHI EQU.,B ,Q,358.15,368.10,342.10,368.10,368.10,334.75,12,90,31514.00,
505400,TEXINFRA    ,B ,Q,35.80,36.85,35.80,36.55,36.85,35.90,16,524,18867.00,
505412,WENDT(INDIA),B ,Q,2000.05,2114.95,2000.00,2114.95,2114.95,2001.05,18,35,72070.00,
505506,AXONVL      ,X ,Q,0.85,0.85,0.85,0.85,0.85,0.89,2,200,170.00,
505509,RESPON IND  ,B ,Q,95.00,95.00,89.40,90.45,92.10,90.00,193,13394,1222124.00,
505523,MAHA CORP   ,X ,Q,0.23,0.23,0.23,0.23,0.23,0.23,2,406,93.00,
505526,DOLAT INV.  ,X ,Q,36.00,38.10,36.00,38.10,38.10,36.30,92,15189,572144.00,
505533,WESTLIFE DEV,A ,Q,278.00,280.40,275.00,279.40,280.00,277.45,642,186646,52201799.00,
505537,ZEE ENTER   ,A ,Q,328.90,328.90,305.05,312.50,312.50,330.90,12418,1174318,368637627.00,
505576,GOLDCORP    ,X ,Q,88.00,88.00,86.00,86.00,86.00,90.00,4,714,61604.00,
505590,SVPGLOB     ,X ,Q,364.80,364.80,330.00,339.30,339.30,333.70,23,564,195922.00,
505650,SKYL MILLAR ,XT,Q,2.40,2.40,2.40,2.40,2.40,2.40,1,10,24.00,
505681,BIMETAL BEAR,X ,Q,355.00,357.65,340.00,357.40,357.40,332.60,21,114,39547.00,
505688,BHARAT GEARS,B ,Q,61.05,71.00,61.05,68.70,68.00,63.70,168,6352,428738.00,
505700,ELECON ENG  ,B ,Q,27.00,28.50,27.00,27.80,27.80,27.05,196,10094,280630.00,
505710,GRAUER& WEIL,B ,Q,49.00,49.00,48.00,48.35,48.25,48.60,167,49130,2374534.00,
505711,GAJRA BEVEL ,XT,Q,0.56,0.56,0.56,0.56,0.56,0.54,2,1025,574.00,
505712,HIMTEK      ,X ,Q,42.35,46.70,42.05,43.85,46.70,43.40,33,1125,48396.00,
505714,GABRIEL(I)  ,B ,Q,93.95,95.30,92.40,94.20,95.30,90.70,73,1779,166357.00,
505720,HERC.HOISTS ,B ,Q,74.45,76.65,74.45,75.65,75.65,75.15,29,650,49227.00,
505726,IFB IND.LTD.,B ,Q,565.80,596.50,565.80,591.05,593.40,570.65,106,937,546781.00,
505729,SINGER INDIA,X ,Q,31.75,33.90,31.20,33.50,33.90,31.80,62,10322,339864.00,
505737,INTER.COMBUS,X ,Q,140.00,155.15,140.00,154.75,155.00,141.05,66,957,145545.00,
505744,FED MOG GOE ,B ,Q,521.35,521.35,510.00,513.75,510.00,512.00,7,11,5674.00,
505750,JOSTS ENG.  ,X ,Q,605.00,605.00,588.50,588.50,588.50,557.40,4,22,13009.00,
505790,SCHAEFFLER  ,A ,Q,4362.15,4375.00,4239.00,4270.35,4277.00,4323.80,51,234,1014797.00,
505797,MIPCO SEAM. ,XT,Q,9.55,9.55,9.55,9.55,9.55,10.00,1,10,95.00,
505800,RANE HOLDIN ,B ,Q,898.00,898.00,898.00,898.00,898.00,883.00,11,100,89800.00,
505827,SNL BEARINGS,X ,Q,192.20,200.00,192.20,195.30,195.00,203.90,10,95,18406.00,
505840,JAIPAN INDUS,X ,Q,11.88,12.67,11.88,12.67,12.67,12.50,3,105,1251.00,
505850,MANCREDIT   ,X ,Q,50.00,50.00,45.50,49.55,49.90,49.15,56,3357,161012.00,
505854,TRF LTD.    ,B ,Q,91.40,94.15,91.40,93.20,93.20,91.50,46,1007,93571.00,
505872,WPIL LTD.   ,X ,Q,679.75,679.90,665.50,670.60,674.25,665.90,78,2136,1435455.00,
505890,KENNAMETAL  ,B ,Q,923.60,978.95,923.60,974.00,963.50,950.50,152,2558,2444889.00,
505978,TRITON VALVE,X ,Q,816.00,858.80,816.00,858.75,858.80,809.40,25,206,173286.00,
506022,PRAKASH IND.,B ,Q,43.20,44.70,42.95,44.05,44.50,44.10,206,17286,756554.00,
506074,ARSHIYA     ,B ,Q,20.25,20.60,18.05,20.25,20.25,18.75,130,35067,720672.00,
506076,GRIND NORTON,A ,Q,536.50,549.05,535.35,544.30,536.75,541.50,95,1513,813885.00,
506105,STANROSE MAF,X ,Q,88.00,93.00,87.75,90.70,93.00,88.60,23,2544,230120.00,
506109,GENESYS INT.,B ,Q,82.65,85.00,81.05,84.75,84.00,83.30,11,722,58882.00,
506122,PANKAJPIYUS ,XT,Q,31.05,31.05,31.05,31.05,31.05,32.30,4,210,6520.00,
506128,PARNAXLAB   ,X ,Q,23.90,27.85,23.90,26.90,26.90,23.50,87,24041,626810.00,
506146,VISAGAR POL ,T ,Q,0.27,0.28,0.27,0.28,0.28,0.28,4,13243,3658.00,
506186,GCKL        ,XT,Q,21.35,21.35,21.35,21.35,21.35,21.35,3,500,10675.00,
506197,BLISSGVS PH ,B ,Q,93.80,99.00,89.15,92.05,91.50,96.10,4248,650916,60293124.00,
506222,INEOSSTYRO  ,B ,Q,387.95,403.00,385.00,399.90,403.00,384.20,84,758,296315.00,
506235,ALEMBIC LTD.,B ,Q,42.80,43.20,42.50,43.00,43.20,42.50,48,8513,365654.00,
506248,AMINES&PLAST,X ,Q,27.40,30.20,27.40,29.35,30.00,27.20,54,6257,176661.00,
506260,ANUH PHARMA ,X ,Q,108.00,113.00,105.25,110.90,111.00,106.45,164,13329,1466071.00,
506261,MODISON MET.,X ,Q,34.45,36.25,31.85,35.20,34.80,34.45,147,11658,405193.00,
506285,BAYER CROP  ,A ,Q,3002.70,3021.75,2986.00,3003.45,3012.00,2992.55,41,269,808522.00,
506365,CHEMO PHARMA,XT,Q,6.45,6.45,6.43,6.43,6.43,6.76,4,310,1997.00,
506390,CLARI CHEM  ,B ,Q,272.80,278.50,271.00,277.10,276.50,270.30,55,1457,399826.00,
506395,COROM INTER ,A ,Q,360.00,368.00,357.60,361.20,359.00,362.30,202,2757,1001346.00,
506401,DEEPAK NITR.,A ,Q,280.00,283.95,277.00,279.55,279.80,277.50,777,26585,7436132.00,
506405,DHARAMSI CHM,X ,Q,149.00,149.00,143.65,144.60,144.55,142.75,35,1852,269607.00,
506414,DIL LTD     ,X ,Q,660.10,680.00,650.00,662.15,650.00,676.15,97,1861,1244019.00,
506480,GOCLCORP    ,B ,Q,259.75,264.70,257.00,264.65,264.65,245.60,20,666,174208.00,
506525,KANORIA CHEM,B ,Q,41.85,42.15,40.25,42.00,42.00,40.40,23,1088,45314.00,
506528,KELTECH EN. ,X ,Q,678.00,684.00,678.00,680.00,680.00,625.90,7,69,46907.00,
506532,NITTA GELA  ,X ,Q,92.10,107.65,92.10,103.95,105.00,100.85,27,808,83086.00,
506579,ORIENT.CARB.,B ,Q,1050.00,1072.50,1025.00,1045.30,1025.00,1024.00,32,204,214345.00,
506590,PHIL.CARBON ,A ,Q,111.65,116.50,111.20,113.65,113.65,111.85,569,34083,3906435.00,
506597,AMAL PRODUCT,X ,Q,129.00,133.95,127.50,130.45,130.00,128.55,23,570,74312.00,
506605,POLYCHEM    ,X ,Q,315.00,345.00,315.00,345.00,345.00,329.60,2,13,4395.00,
506618,PUN.CHEM    ,B ,Q,531.15,553.45,522.00,526.80,528.20,528.25,31,249,131770.00,
506640,GUJCHEM DIST,XT,Q,120.00,132.00,120.00,131.05,131.05,126.20,18,4331,523969.00,
506642,SADHANA NITR,X ,Q,115.00,115.25,115.00,115.25,115.25,113.00,26,1646,189691.00,
506655,SUDARSH.CHEM,A ,Q,323.20,324.90,320.25,320.50,321.50,324.65,116,2583,832128.00,
506685,ULTRAMARINE ,X ,Q,169.50,176.95,169.50,173.80,173.05,174.85,35,5380,938160.00,
506687,TRANSPEK    ,X ,Q,1165.00,1174.00,1111.00,1151.00,1165.00,1129.60,115,831,948173.00,
506690,UNICHEM LAB ,B ,Q,169.65,172.95,169.60,172.30,172.95,169.80,161,7867,1343858.00,
506734,MYS PETRO   ,X ,Q,54.00,54.00,46.35,50.00,50.00,50.00,13,548,27133.00,
506767,ALKYL AMINES,B ,Q,739.95,835.20,705.50,813.35,813.35,696.00,2546,32529,26302556.00,
506808,TUTICORIN.  ,XT,Q,4.35,4.35,4.15,4.15,4.15,4.27,7,4476,18580.00,
506820,ASTRAZEN.PH.,A ,Q,1883.90,1898.45,1845.00,1856.70,1861.05,1868.10,164,1367,2548597.00,
506852,PUN.ALKALI  ,X ,Q,55.10,56.00,55.05,56.00,56.00,53.75,6,950,52992.00,
506854,TANFAC IND. ,X ,Q,163.75,166.00,145.00,153.25,152.75,156.30,261,16805,2609441.00,
506863,SWADESHI IND,XT,Q,0.42,0.42,0.42,0.42,0.42,0.42,7,210,88.00,
506879,GUJ.THEMIS. ,X ,Q,34.50,35.00,33.00,33.40,33.35,34.00,21,5673,189729.00,
506906,SCBL        ,XT,Q,6.90,6.90,6.30,6.30,6.30,6.59,8,2620,16515.00,
506910,JAYSN DYEST ,X ,Q,44.15,47.85,44.10,44.15,47.85,46.10,5,645,28463.00,
506919,MAKERS LAB. ,X ,Q,36.05,39.80,36.05,38.00,38.00,37.00,15,471,17772.00,
506943,J.B.CHEMICAL,B ,Q,364.70,369.80,362.40,366.30,364.80,365.95,46,543,198505.00,
506981,BL.CHIP TEX ,X ,Q,74.00,74.00,66.35,68.55,69.00,66.80,11,202,14477.00,
507155,JAGATJIT IND,XT,Q,29.05,29.05,26.70,26.70,26.70,27.70,4,179,5178.00,
507180,KESAR ENT.  ,T ,Q,31.35,34.55,31.35,32.00,32.90,33.00,28,1860,59070.00,
507205,TILAKNAG IND,B ,Q,13.10,13.10,13.00,13.00,13.00,13.44,7,828,10804.00,
507265,EMERALL     ,XT,Q,98.40,98.40,98.40,98.40,98.40,103.55,1,4,393.00,
507300,RAVALGAON   ,XT,Q,1711.80,1814.40,1642.00,1744.70,1738.15,1728.00,8,26,45346.00,
507315,SAKTHI SUGAR,B ,Q,8.27,8.51,8.10,8.10,8.10,8.11,33,14077,117879.00,
507410,WALCHANDNGR ,B ,Q,64.00,75.45,63.80,69.65,69.65,64.60,766,43965,3102609.00,
507435,KHOD.INDIA  ,XT,Q,61.00,61.05,61.00,61.05,61.05,58.15,7,282,17212.00,
507438,IFB AGRO    ,B ,Q,280.00,293.00,266.20,270.50,266.20,280.00,41,270,74127.00,
507442,DHARANI SUG ,B ,Q,7.16,7.40,7.16,7.38,7.40,6.45,10,700,5141.00,
507474,KOTHARI FERM,X ,Q,51.15,57.95,51.15,54.00,54.00,54.00,13,1106,59855.00,
507488,G.M.BREWERI ,B ,Q,375.00,395.00,375.00,390.55,391.95,376.50,130,2277,880671.00,
507490,RANA SUGARS ,B ,Q,2.15,2.32,2.12,2.27,2.27,2.10,43,36351,79858.00,
507498,PICCADILY SU,X ,Q,6.07,6.58,6.05,6.54,6.55,6.36,19,2821,18095.00,
507508,RIGA SUGAR  ,XT,Q,6.75,6.75,6.75,6.75,6.75,6.75,1,50,337.00,
507514,SOM DISTILL.,T ,Q,120.05,128.20,119.60,122.80,123.95,125.85,68,2668,325311.00,
507515,CJ GELATIN  ,XT,Q,8.31,9.00,8.31,9.00,9.00,8.74,2,190,1675.00,
507525,AMRIT CORP  ,X ,Q,542.00,555.00,530.00,555.00,555.00,541.30,7,73,39151.00,
507526,ASSO.ALCOHOL,X ,Q,143.55,159.90,143.55,155.45,155.45,148.70,150,6456,981242.00,
507552,FOODS & INNS,X ,Q,39.00,45.00,39.00,43.15,43.15,39.05,546,54124,2302249.00,
507580,IVP LIMITED ,B ,Q,65.90,65.90,65.90,65.90,65.90,62.90,2,51,3360.00,
507598,KLRFM       ,X ,Q,33.00,33.50,31.10,32.00,32.00,32.05,30,2717,88600.00,
507621,MILKFOOD    ,X ,Q,315.00,320.90,285.00,300.00,300.00,300.00,17,275,80738.00,
507645,POLSON LTD. ,X ,Q,8300.00,8300.00,7702.00,8200.00,8200.00,7805.85,17,18,142762.00,
507685,WIPRO LTD.  ,A ,Q,261.50,262.55,257.90,259.00,259.00,262.10,2828,190674,49498983.00,
507690,ORIENT BEVER,X ,Q,49.00,49.85,49.00,49.85,49.85,47.50,8,221,10916.00,
507717,DHAN AGRI   ,B ,Q,342.85,352.50,338.00,339.70,339.15,340.30,67,2067,713374.00,
507747,TTK HEALTHCA,B ,Q,495.00,510.00,487.00,501.40,501.40,514.50,7,34,16670.00,
507753,TGVSL       ,X ,Q,21.75,22.75,21.25,22.60,22.60,21.30,206,37208,831615.00,
507759,LIME CHEM.  ,X ,Q,23.55,26.00,23.55,26.00,26.00,27.95,7,1173,30290.00,
507779,KANPUR PLAST,X ,Q,62.15,72.00,62.15,68.15,68.65,67.75,55,3509,242004.00,
507785,TAINWALA CH.,B ,Q,49.50,55.05,49.50,54.00,53.90,49.50,28,1044,54667.00,
507789,JAGSON PHAR ,B ,Q,20.95,22.85,20.95,22.55,22.50,21.45,9,1111,25029.00,
507794,KHAITAN CHEM,X ,Q,6.21,7.45,6.21,6.75,6.75,6.99,40,15780,107612.00,
507813,NATI. OXYGEN,X ,Q,45.95,45.95,43.40,43.40,43.40,45.40,3,3,135.00,
507815,GILLETTE (I),A ,Q,7094.25,7153.90,7055.70,7147.00,7153.00,7100.85,45,95,675194.00,
507828,ANSALHSG    ,B ,Q,4.10,4.49,3.90,4.40,4.31,3.95,47,4673,19948.00,
507836,MAC CHARLES ,X ,Q,319.75,319.75,300.00,316.05,310.00,296.45,18,612,188475.00,
507864,PION INVEST ,X ,Q,37.45,39.65,32.30,39.45,39.45,36.45,45,6919,263261.00,
